utterance,topic_id,topic_label,is_new_topic
can I report a problem paying?,1,Payment Problems & Reporting,False
can u ask an agent how i can talk to customer support?,20,Customer Support & Contact,False
"i dont have a profile and i want to create one, please",2,Account Creation Problems,False
"I have a problem wehen trying to pay for my order, what can I do to notify it?",15,Online Payment Problems,False
can you find information about your payment options?,47,Payment Methods,True
"I want to lodge a comment, what can I do?",11,Customer Reviews and Feedback,False
"you aren't helping, speak with a human",9,Human Interaction Support,False
tell me how I can know where my order is,0,Package Tracking & Delivery Status,False
can I view your payment options?,47,Payment Methods,True
"i am happy with the service, help me file an opinion",11,Customer Reviews and Feedback,False
can you tell me the mail of the Client Service?,20,Customer Support & Contact,False
"the payment wont go through, what should i do?",1,Payment Problems & Reporting,False
"please, can u ask an agent if i could make a complaint for a service?",-1,Outlier/Noise,False
"the game was postponed, how can I obtain a reimbursement?",10,Event Cancellation and Refunds,False
"i have an issue paying with card, inform of it",45,Card Payment Issues,True
ask an agent how I could track my shipments,29,Customer Service Contact Information,False
I need help retrieving my password,12,Password Recovery & Account Access,False
I found a problem opening an account,2,Account Creation Problems,False
tell me if I can create more than one account with a single email,13,Account Creation & Management,False
tell me about receiving the newsletter,28,Newsletter Subscriptions & Updates,False
"I didn't receive my bills, what should I do to check them?",40,Missing Bill Access & Viewing,False
"I cannot understand you, can you contact a fucking human agent, please?",24,Customer Support & Communication,False
"I need help checking the cancellation fee, please",19,Cancellation Fees and Penalties,False
"I need an account, I need help creating one",2,Account Creation Problems,False
"can u ask an agent how i could solve an fucking issue paying, please?",7,Payment & Account Issues,False
"I want to create a profile, what do I have to do?",2,Account Creation Problems,False
"my profile's been hacked, can u get it back?",-1,Outlier/Noise,False
"I purchased something, how can I modify my order?",5,Order Modifications & Changes,False
"please, can you ask an agent if I could report issues making a payment?",7,Payment & Account Issues,False
how can I report a payment issue?,1,Payment Problems & Reporting,False
i forgot my password and i wanna recover it,12,Password Recovery & Account Access,False
an error message pops when I try to pay for my order,36,Order Placement Errors,False
help me check your reimbursement policy,-1,Outlier/Noise,False
"I got an error message when I tried to make a payment, but my card was charged anyway, could I report it?",-1,Outlier/Noise,False
could you ask an agent if i can track my fucking order?,29,Customer Service Contact Information,False
how can I download some invoices?,3,Missing Invoices & Download Issues,False
I want to know what the email address to contact Client Service is,20,Customer Support & Contact,False
i wanna know if i can check my shipments,0,Package Tracking & Delivery Status,False
"I'm discontent with the service, how do I file an consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
I want to know if I can create more than one online account with the same email,13,Account Creation & Management,False
"please, could you ask an agent if I can solve fucking issues with my payment?",7,Payment & Account Issues,False
"I would like a reimbursement, help me obtain onhe",51,Reimbursement Requests,True
"I need a reimbursement, what should I do to obtain one?",51,Reimbursement Requests,True
"id like t request a fucking reimbursement, can u help me?",51,Reimbursement Requests,True
can you show me the delivery options?,30,Payment Processing & Billing Errors,False
"i have a problem when trying to pay, can u report it?",1,Payment Problems & Reporting,False
"im not happy with the service, how do i submit a complaint?",18,Consumer Complaints and Dissatisfaction,False
"I want to inform of an issue with my payment, can you help me?",1,Payment Problems & Reporting,False
"I want to get some bills , tell me how I can do it",6,Missing or Lost Bills,False
i wanna see the mail address tocontact Client Service,20,Customer Support & Contact,False
"I don't have an account, help me create one",2,Account Creation Problems,False
I want to track my packages,43,Delivery Tracking,True
how can I ocntact Customer Support?,20,Customer Support & Contact,False
"I need a refund, how can I get one?",39,Refund Policy Information,False
"please, I want to know what the free phone number to contact Customer Support is",20,Customer Support & Contact,False
I don't know anything about your fucking reimbursement policy and I'd like to know about it,-1,Outlier/Noise,False
how to solve problems paying,1,Payment Problems & Reporting,False
"I want information, what can I do to speak with Client Service?",20,Customer Support & Contact,False
can you show me the free number of Customer Service?,20,Customer Support & Contact,False
"i have a problem paying, what should i do to report it?",1,Payment Problems & Reporting,False
can I inform of a payment issue?,1,Payment Problems & Reporting,False
"I'm not happy with the service, what can I do to file a consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
