utterance,category
"please, can you ask an agent to check my package?",ORDER
the show was postponed and i wanna obtain a refund,REFUNDS
"I don't want my user account, can you delete it?",ACCOUNT
"I have an issue making a payment with card, how can Inotify ot?",PAYMENT
"I got an error message when I tried to make a payment, but I was charged anywya, how do I notify it?",PAYMENT
"i can't find my invoice, what do i have to do to view it?",INVOICES
"I want a user account and I would like to open one, please",ACCOUNT
"ask an agent how to notify payment issues, please",PAYMENT
"I'd like to view the status of my reimbursement, can you help me ?",REFUNDS
can i notify problems paying?,PAYMENT
help me send an email to uCstomer Support,CONTACT
can you tell me the free phone number of Customer Service?,CONTACT
"I don't understand you, spaek with someone",CONTACT
"i wanna see your money back guarantee, what should i do?",REFUNDS
"I want to view my bill, what can I do?",INVOICES
"I don't understand you, can you contact a human agent?",CONTACT
I haven't got a profile and I want to create one,ACCOUNT
I bought a product and I wanna modify my order,ORDER
"please, could you tell me were I could obtain an invoice?",INVOICES
"I don't like the service, how can I submit a consumer complaint?",FEEDBACK
could you ask an agent where I can request a fucking bill?,INVOICES
"please, can you tell me if I could create several accounts with the same email?",ACCOUNT
"I purchased something, help me modify my order",ORDER
"I want a reimbursement, how do I get one?",REFUNDS
"i wanna know if i could create two user accounts with the same email, please",ACCOUNT
"I don't want my user account, what should I do to close it?",ACCOUNT
I want to know how I can see an invoice,INVOICES
can I register two progiles with a single email address?,ACCOUNT
I don't want my online account and I want to remove it,ACCOUNT
tell me if I can register several online accounts with a single email address,ACCOUNT
"i wanna cancel my account, where can i do it?",ACCOUNT
"I haven't got a profile, how do I create one?",ACCOUNT
how do I know where my shipments are?,ORDER
I have a question and I want to contact Customer Service,CONTACT
"i want to track my refund, what can i do?",REFUNDS
how to inform of issues making an payment,PAYMENT
I want to know how to modify my order,ORDER
"I want a reimbursement, what can I do to get one ?",REFUNDS
i want to ask for information about obtaining a bill,INVOICES
i wanna obtain some bills,INVOICES
"im discontent with the service, can i submit a consumer complaint?",FEEDBACK
the concert was cancelled and I would like to request a reimbursement,REFUNDS
"I have a problem making a payment with card, help me report it",PAYMENT
"I'm not happy with the service, what can I do to lodge a complaint?",FEEDBACK
"I want to se my invoice, what do I have to do?",INVOICES
"i need information, how can i speak with customer service?",CONTACT
can u check my shipments?,ORDER
can I remove my onlinr account?,ACCOUNT
"you're not helping, can you talk to a person?",CONTACT
"I want to solve an issue making a payment, what do I have to do?",PAYMENT
"I can't understand you, can you talk to a person?",CONTACT
tell me if my refund has been processed,REFUNDS
"I don't have a user account, create one",ACCOUNT
"I'm happy with the service, how do I make a review?",FEEDBACK
ask an agent how i can report issues paying,PAYMENT
"please, could u ask an agent where to report problems making a payment?",PAYMENT
"I can't make a payment, can you help me?",PAYMENT
the game was postponed and I want to get a refund,REFUNDS
can you tell me about my bill?,INVOICES
can you tell me where I can check my order?,ORDER
"could you tell me if I could register more than one account with a single email address, please?",ACCOUNT
ask an agent where to see their money back policy,REFUNDS
can you tell me what the free number to contact Customer Service is?,CONTACT
"I want to sseethe status of my reimbursement, could you help me, please?",REFUNDS
"I would like to change my purchase, can you tell me how to do it?",ORDER
can you ask an agent how I could retrieve my password?,ACCOUNT
I want to ask for information about requesting some invoices,INVOICES
"I need an online acount, can I create one?",ACCOUNT
ask an agent where I could report a fucking issue making a payment,PAYMENT
talk to a human,CONTACT
I want a profile and I want to create one,ACCOUNT
"I got na error when I tried to make a payment, but I was charged anyway, can you help me?",PAYMENT
can you ask an agent if i can check my shipments?,ORDER
ask an agent for information about requesting a bill,INVOICES
tell me if I can check my packages,ORDER
"I got an error when I attempted to pay, but my card was charged anyway, what do I have to do to report it?",PAYMENT
I don't like the service and I want to file a complaint,FEEDBACK
"ask an agent if i can notify paymednt problems, please",PAYMENT
"I didn't receive my bills, how do I check them?",INVOICES
"I have a problem when trying to pay with card, holw do I inform of it?",PAYMENT
"d like to obtain a refund, can u help me?",REFUNDS
I want information about my bill,INVOICES
where do I modify my order?,ORDER
"I didn't receive my invoicces, what should I do to check them?",INVOICES
"I can't find my invoices, can you show them?",INVOICES
"I got an error when I attempted to make a payment, but I was charged anyway, I need help informing of it",PAYMENT
were to see the cancellation fees,CANCELLATION_FEE
I need help switching to another online account,ACCOUNT
I had an problem registeringb,ACCOUNT
speak with someone,CONTACT
"the transfer was declined, can you help me?",PAYMENT
"i lost my invoices, what can i do to see them?",INVOICES
check your payment methods,PAYMENT
"I don't like the service, could you file a consumer complaint, please?",FEEDBACK
where to notify issues making a payment,PAYMENT
"please, can you ask an agent if I could solve a fucking issue paying?",PAYMENT
"I don't have a shipping address, can I set it up?",SHIPPING
can you ask an agent how I could get some invoices?,INVOICES
"tell me what the mail of the Customer Support is, please",CONTACT
can I create more than one account with a single email?,ACCOUNT
can you tell me what the free phone number of Customer Service is?,CONTACT
"i wanna submit a comment for a service, what can i do?",FEEDBACK
"ask an agent where to file a complaint for a service, please",FEEDBACK
"i wanna inform of an issue with my payment, what should i do?",PAYMENT
"I need a reimbursement, what do I have to do to get one?",REFUNDS
"my card was declined, can you help me?",PAYMENT
"I would like to track my refund, what should I do ?",REFUNDS
"im not happy with the service, lodge a complaint",FEEDBACK
"I have an issue paying , notify it",PAYMENT
how can I check my package?,ORDER
"I want to get an invoice, can you show me some information?",INVOICES
"you're not helping, what can I do to speak with a person?",CONTACT
"I want to download a bill, can you tell me where to do it?",INVOICES
I need help checking the deliovery options,DELIVERY
can you tell me the free phone no to contact Client Service?,CONTACT
i have an issue paying for my online order and i wanna inform of it,PAYMENT
can you give me information about the cancellation penalty?,CANCELLATION_FEE
can you show me information about my invoices?,INVOICES
ask an agent to delete my user account,ACCOUNT
ask an agent how to leave an opinion for a service,FEEDBACK
"please, ask an agent how to edit my profile",ACCOUNT
"i dont understand you, could u contact someone, please?",CONTACT
could u ask an agent what the mail to contact customer service is?,CONTACT
I need help talking to Customer Support,CONTACT
"i haev an issue making an payment with card, can u help me?",PAYMENT
where do I cancel my profile?,ACCOUNT
"I got an error message when I tried to make a payment, but my card was charged anyway, help me report it",PAYMENT
i have an issue making a payment with card and i wanna report it,PAYMENT
"ive got no user account, register",ACCOUNT
I want to know if theres a newsletter i can subscribe tgo,NEWSLETTER
"my user account was hacked, can I get it back?",ACCOUNT
can I speak with Customer Service?,CONTACT
"please, ask an agent if I could lodge a consumer complaint for a sevrice",FEEDBACK
"I have a problem when trying to make a payment, can I inform of it?",PAYMENT
"I want to remove my user account, where can I do it ?",ACCOUNT
"I wanna track my deliveries, tell me how I can do it",ORDER
"I would like to inform of an issue paying, can you help me?",PAYMENT
"i wanna use my other profile, can u change them, please?",ACCOUNT
