flags,utterance,category,intent
BILC,"an error pops when i attempt to pay, what can i do?",PAYMENT,payment_issue
BILZ,an you tell me if I can own more than one profile?,ACCOUNT,create_account
BL,how to see your money back guarantee,REFUNDS,check_refund_policy
BILQC,"I have a problem when trying to pay, how do I inform of it?",PAYMENT,payment_issue
BILC,"I'm not happy with the service, can you lodge a consumer complaint?",FEEDBACK,complaint
BLC,I've got no online account and I want to open one,ACCOUNT,create_account
BL,help me see the status of my reimbursement,REFUNDS,track_refund
BIPMLDW,"can you ask an agent how I can check the fucking cancellation penalties, please?",CANCELLATION_FEE,check_cancellation_fee
BILC,"I get an error when I attempt to make a payment for my online order, what should I do?",PAYMENT,payment_issue
BILC,"I want to use my other account, what should I do to switch them?",ACCOUNT,switch_account
BILQD,can u ask an agent if i can notify an issue making a payment?,PAYMENT,payment_issue
BILC,"i got an error when i tried to make a payment, but i was charged anyway, what should i do to inform of it?",PAYMENT,payment_issue
BIMLQ,can you tell me if I can register more than one online account with a single email address?,ACCOUNT,create_account
BIL,how can i talk to a person?,CONTACT,contact_human_agent
BMLQ,i wanna know if i can create more than one profile with the same email address,ACCOUNT,create_account
BC,"you aren't helping, help me contact a human agent",CONTACT,contact_human_agent
BLC,"I made a mistake, modify my order",ORDER,change_order
BILQC,"I want a reimbursement, how can I request one?",REFUNDS,get_refund
BLQC,i cant understand you and i want to contact a person,CONTACT,contact_human_agent
BL,the payment won't go through,PAYMENT,payment_issue
BILQWC,"i dont want my fucking user account, how can i remove it?",ACCOUNT,delete_account
BILC,"I want to check the options for ticket delivery, can you help me?",DELIVERY,delivery_options
BLQCZ,"I ahve an issue when trying to make a payment, inform of it",PAYMENT,payment_issue
BLZ,how to change to another rpofile,ACCOUNT,switch_account
BL,how to solve a problem with my payment,PAYMENT,payment_issue
BPMLD,"ask an agent how to report issues making a payment, please",PAYMENT,payment_issue
BILQZ,how can I mlake an order?,ORDER,place_order
BSLQC,"I can't find my invoices, help me view them",INVOICES,check_invoices
BSL,I need help speaking with a person,CONTACT,contact_human_agent
BIQC,"I need an account, how can I create one?",ACCOUNT,create_account
BQD,ask an agent for information about the status of my order,ORDER,track_order
BML,"I want to get some bills, tell me how to do it",INVOICES,get_invoice
BL,help me talk to a human agent,CONTACT,contact_human_agent
BILQZ,can I speak wkth Client Service?,CONTACT,contact_customer_service
BILEQC,"i dont have a user account, what do i have to do to create one?",ACCOUNT,create_account
BLC,"the concert was cancelled, help me get a reimbursement",REFUNDS,get_refund
BILQC,"i wanna use my other online account, what should i do to switch them?",ACCOUNT,switch_account
BILQ,can you tell me if I can see an invoice?,INVOICES,get_invoice
BILQC,"I want a reimbursement, what do I have to do to request one?",REFUNDS,get_refund
BIL,can you show me the number to contact Client Service?,CONTACT,contact_customer_service
BLZ,tel me if I can have more than one profile,ACCOUNT,create_account
BIQC,"I made a mistake, what can I do to change my order?",ORDER,change_order
BIL,can you find information about the mail of the Customer Support?,CONTACT,contact_customer_service
BSL,I need help requesting an invoice,INVOICES,get_invoice
BIMLQZ,"I wanna obtain some bills , can you tell me how to do it?",INVOICES,get_invoice
BIL,how can I request a refund?,REFUNDS,get_refund
BIPLQW,where could I write a fucking opinion?,FEEDBACK,review
BILQC,"my profile's been hacked, what should i do?",ACCOUNT,recover_password
BIPLQDW,could u ask an agent where i can report a fucking issue making a payment?,PAYMENT,payment_issue
BICZ,"I have no account, can you createw one?",ACCOUNT,create_account
BILC,"I get an error message when I attempt to make a payment with card, what do I have to do?",PAYMENT,payment_issue
BILQCZ,"I ned a refund, can I obtain one?",REFUNDS,get_refund
BILQCZ,"i want to submit a complaint fora service, what do i have to do?",FEEDBACK,complaint
BIPLDW,"please, could you ask an agent if I could make changes to my fucking shipping address?",SHIPPING,change_shipping_address
BILQCZ,"i have no online acconut, can i create one?",ACCOUNT,create_account
BLQ,i want to know if i can create several profiles with a single email,ACCOUNT,create_account
BSLQC,"i want information, i need help calling client service",CONTACT,contact_customer_service
BIL,where can I notify an issue with my payment?,PAYMENT,payment_issue
BPLQDWZ,"ask an agent were I can notify a fucking payment problem, please",PAYMENT,payment_issue
BIL,can you tell me if I can register several user accounts with the same email address?,ACCOUNT,create_account
BIQC,"I want a refund, what can I do?",REFUNDS,get_refund
BLWZ,how to inform of a fuckingproblem paying,PAYMENT,payment_issue
BILQD,can u ask an agent what the mail address of the Client Service?,CONTACT,contact_customer_service
BILQC,"I bought something, can I change my purchase?",ORDER,change_order
BIPLC,"I'd like to file an opinion, what can I do?",FEEDBACK,review
BIPLQD,"please, could u ask an agent what the mail to contact customer service is?",CONTACT,contact_customer_service
BIQC,"I have a question, what do I have to do to contact Customer Service?",CONTACT,contact_customer_service
BSLQ,I want to know something about seeing a bill,INVOICES,get_invoice
BILQZ,how do I rremove my profile?,ACCOUNT,delete_account
BILQC,"I have an issue when trying to make a payment, can I notify it?",PAYMENT,payment_issue
BLC,"I want to track my package, tell me how I can do it",ORDER,track_order
BLQ,I wanna know where I can check my shipment,ORDER,track_order
BLQC,"i got an error message when i tried to pay, but my card was charged anyway and i want to report it",PAYMENT,payment_issue
BI,can you tell me if service fees are refundable?,REFUNDS,check_refund_policy
BILZ,can you tell me where I can track my depivery?,ORDER,track_order
BILC,"i got an error when i tried to make a payment, but i was charged anyway, what can i do to inform of it?",PAYMENT,payment_issue
BILC,"I have an issue when trying to make a payment, can you notify it?",PAYMENT,payment_issue
BILZ,can you tell me if i can create seevral online accounts wih the same email?,ACCOUNT,create_account
BL,how to view the delivery options,DELIVERY,delivery_options
BLQC,"I got an error message when I tried to make a payment, but my card was charged anyway, notify it",PAYMENT,payment_issue
BIC,"someone stole my password, can you help me?",ACCOUNT,recover_password
BIML,how can I inform of problems paying?,PAYMENT,payment_issue
BIQC,"i wanna check the cancellation fee, what can i do?",CANCELLATION_FEE,check_cancellation_fee
BIL,how can I inform of a payment problem?,PAYMENT,payment_issue
BLCZ,"I'm not happy with the service, help me make a complaintg",FEEDBACK,complaint
BLQD,ask an agent if i can edit my shipping address,SHIPPING,change_shipping_address
BILQC,"the concert was postponed, how do I obtain a reimbursement?",REFUNDS,get_refund
BI,where do i check your refund policy?,REFUNDS,check_refund_policy
BLWC,"I haven't got a fucking user account, help me create one",ACCOUNT,create_account
BILCZ,"i got an error wen i tried to pay, but my card was charged anyway, what do i have to do to inform of it?",PAYMENT,payment_issue
BML,I found an issue when trying to sign up,ACCOUNT,registration_problems
BIMQCZ,"i wannacheck cancellation fees, what should i do ?",CANCELLATION_FEE,check_cancellation_fee
BILCZ,"I'm happy with the service, what should I do to make an comment?",FEEDBACK,review
BILZ,where do I see the ticket delivery options ?,DELIVERY,delivery_options
BILC,"I get an error when I try to make a payment, what should I do?",PAYMENT,payment_issue
BLQC,"I have a problem when trying to make a payment with card, report it",PAYMENT,payment_issue
BLC,"the event was postponed, request a reimbursement",REFUNDS,get_refund
BILC,"I need a reimbursement, what do I have to do?",REFUNDS,get_refund
BILQC,"i have a question, how do i contact client service?",CONTACT,contact_customer_service
BLCZ,"I got an error when I attempted to make a payment, but I was charged  anyway, help me inform of it",PAYMENT,payment_issue
BILQC,"I have an issue when trying to pay for my online order, can I notify it?",PAYMENT,payment_issue
BILDZ,cqn you ask an agent if I can track my delivey?,ORDER,track_order
BLCZ,"I don't ant my user account, delete it",ACCOUNT,delete_account
BLEQZ,i dont have an online acdount,ACCOUNT,create_account
BIL,can you tell me what the email address of the Customer Support is?,CONTACT,contact_customer_service
BILC,"I can't remember my account password, how do I retrieve it?",ACCOUNT,recover_password
BIQ,can I change my order?,ORDER,change_order
BL,I want to leave a comment,FEEDBACK,review
BLW,show me the fucking number of Customer Service,CONTACT,contact_customer_service
BILQC,"you arent helping, what should i do to talk to a human?",CONTACT,contact_human_agent
BMZ,hel me track my orders,ORDER,track_order
BML,tell me how I can check my orders,ORDER,track_order
BC,you aren't helping and I want to contact a human agent,CONTACT,contact_human_agent
BIPLQ,could you tell me what the number of Customer Support is?,CONTACT,contact_customer_service
BILQD,can u ask an agent to check my package?,ORDER,track_order
BIC,"I don't want my account, can I delete it?",ACCOUNT,delete_account
BIL,how soon can I expect my ticket to arrive?,DELIVERY,delivery_period
BIC,"I want to know the status of my refund, what should I do?",REFUNDS,track_refund
BPQD,ask an agent where i could report a payment issue,PAYMENT,payment_issue
BMQD,ask an agent where to check my invoice,INVOICES,check_invoices
BILC,"i got an error when i attempted to pay, but i was charged anyway, what do i have to do to report it?",PAYMENT,payment_issue
BILC,"I want to view the options for ticket delivery, what should I do?",DELIVERY,delivery_options
BILC,"the show was postponed, what do I have to do to get a reimbursement?",REFUNDS,get_refund
BM,I want to get some invoices,INVOICES,get_invoice
BLC,"I got an error message when I attempted to make a payment, but my card was charged anyway, I need help reporting it",PAYMENT,payment_issue
BIL,can you tell me how I can know where my shipment is?,ORDER,track_order
BLQC,the show was cancelled and i wanna obtain a reimbursement,REFUNDS,get_refund
BIPMLD,could you ask an agent if I could see my bill?,INVOICES,check_invoices
BC,"I have an issue paying, report it",PAYMENT,payment_issue
BIMLQDZ,can u ask an agent how t track my packages?,ORDER,track_order
BILC,"I have a question, what do I have to do to send an email to Customer Service?",CONTACT,contact_customer_service
BILC,"I bought a product, how do I modify my purchase?",ORDER,change_order
BMLZ,"I want to obtain some bills , tell me how I can do it",INVOICES,get_invoice
BPLQDWZ,"ask an agent what the fucking email address to contact Customr Support is, please",CONTACT,contact_customer_service
BIPLEC,"I would like to solve an issue paying, what should I do?",PAYMENT,payment_issue
BL,I want to know where to get a bill,INVOICES,get_invoice
BLC,"I got an error message when I tried to make a payment, but I was charged anyway and I want to notify it",PAYMENT,payment_issue
